Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
EQT,6955,United States,https://www.eqt.com/,S&P 500,,North America,Mature,Unknown,"EQT Corporation is an American energy company engaged in hydrocarbon exploration and pipeline transport. It is headquartered in EQT Plaza in Pittsburgh, Pennsylvania.",wikipedia,https://en.wikipedia.org/wiki/EQT_Corporation,2024-06-04,0,,0,0,0,0,0,0,0,0,0,1,,50.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,42,Pittsburgh,Pennsylvania,https://parat.eto.tech/company/6955-eqt
Universal Health Services,2522,United States,https://uhs.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Universal Health Services, Inc. (UHS) is one of the nation's largest and most respected healthcare management companies.",crunchbase,https://www.crunchbase.com/organization/universal-health-services,2024-05-16,0,,0.0,0,0,0,0,0,0,0,54,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,King Of Prussia,Pennsylvania,https://parat.eto.tech/company/2522-universal-health-services
Coterra,3101,United States,https://coterra.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,Coterra Energy is an energy company positioned to deliver sustainable returns.,crunchbase,https://www.crunchbase.com/organization/coterra-energy,2024-05-16,0,,0.0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,Houston,Texas,https://parat.eto.tech/company/3101-coterra
Masco,2408,United States,https://masco.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,Masco Corporation manufacturers of brand name products for the home improvement.,crunchbase,https://www.crunchbase.com/organization/masco-corporation,2024-05-16,0,,0.0,0,0,0,0,0,0,0,6,0,,0.0,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,Livonia,Michigan,https://parat.eto.tech/company/2408-masco
AEVEX Aerospace,6923,United States,https://www.aevex.com/,,,North America,Unknown,Unknown,"Aevex Aerospace is an American defense industry firm specializing in airborne intelligence gathering solutions, headquartered in Solana Beach, California. The company designs aircraft, integrates sensors and payloads and provides flight test support services. According to CNN reporter Barbara Starr, Aevex ""does work for US special operations, specifically for covert special operations units.""",wikipedia,https://en.wikipedia.org/wiki/Aevex_Aerospace,2024-05-20,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,arlington,virginia,https://parat.eto.tech/company/6923-aevex-aerospace
xAI,6988,United States,https://x.ai/,GenAI Contenders,,North America,Unknown,Unknown,"X.AI Corp., doing business as xAI, is an American startup company working in the area of artificial intelligence (AI). Founded by Elon Musk in March 2023, its stated goal is ""to understand the true nature of the universe"". ",wikipedia,https://en.wikipedia.org/wiki/XAI_(company),2024-05-29,7,50.0,16.7,1,249,1,1,0,2,1,42,4,,100.0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,33,Burlingame,California,https://parat.eto.tech/company/6988-xai
Royce Geo,6930,United States,https://www.roycegeo.com/,,,North America,Unknown,Unknown,"We are a mission-driven company and strive to make an impact on the defense and intelligence missions that ensure our nation’s vitality and security. Each team member is empowered with the expertise and ability to rise to our customer needs, overcome complex problems, and find durable solutions.",company,https://www.roycegeo.com/company/,2024-05-20,0,,0,0,0,0,0,0,0,0,0,2,,100.0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,33,arlington,virginia,https://parat.eto.tech/company/6930-royce-geo
Essex Property Trust,2308,United States,http://www.essexpropertytrust.com/,S&P 500,,North America,Mature,Real Estate,"Essex Property Trust, Inc., is a fully integrated real estate investment trust (REIT) that acquires, develops, redevelops, and manages",crunchbase,https://www.crunchbase.com/organization/essex-property-trust,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,San Mateo,California,https://parat.eto.tech/company/2308-essex-property-trust
UDR,2515,United States,https://www.udr.com/,S&P 500,,North America,Mature,Real Estate,"UDR is a leading multifamily real estate investment trust that manages, buys, sells, develops and redevelops apartment communities.",crunchbase,https://www.crunchbase.com/organization/udr,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,Highlands Ranch,Colorado,https://parat.eto.tech/company/2515-udr
Character.ai,6905,United States,https://character.ai,GenAI Contenders,,North America,Unknown,Unknown,"Character.ai (also known as c.ai or Character AI) is an American neural language model chatbot service that can generate human-like text responses and participate in contextual conversation. Constructed by previous developers of Google's LaMDA, Noam Shazeer, and Daniel De Freitas, the beta model was made available to use by the public in September 2022.",wikipedia,https://en.wikipedia.org/wiki/Character.ai,2024-05-20,1,,100.0,0,4,1,0,0,0,1,1,1,,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,32,Menlo Park,california,https://parat.eto.tech/company/6905-character-ai
Shift5,6931,United States,https://shift5.io/,,,North America,Unknown,Unknown,"Shift5 was created by founding members of the U.S. Army Cyber Command who pioneered modern weapon systems cyber assessments. Led by proven change makers, Shift5 brings onboard data to light, helping defense, aviation, and rail build and maintain intelligent fleets.",company,https://shift5.io/about-us/,2024-05-20,0,,0.0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,arlington,virginia,https://parat.eto.tech/company/6931-shift5
Veralto,6984,United States,https://www.veralto.com/,S&P 500,,North America,Mature,Unknown,,,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Waltham,Massachusetts,https://parat.eto.tech/company/6984-veralto
Mid-America Apartments,2416,United States,http://www.maac.com/,S&P 500,,North America,Mature,Real Estate,"MAA is a real estate investment trust that focuses on the acquisition, development, and management of multifamily homes.",crunchbase,https://www.crunchbase.com/organization/mid-america-apartment-communities,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,Memphis,Tennessee,https://parat.eto.tech/company/2416-mid-america-apartments
Welltower,2538,United States,http://www.welltower.com/ ,S&P 500,,North America,Mature,Real Estate,"Welltower™ is a recognized leader in providing consistent, low-cost capital to fund health care infrastructure and real estate.",crunchbase,https://www.crunchbase.com/organization/welltower-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,Toledo,Ohio,https://parat.eto.tech/company/2538-welltower
Arch Capital Group,6938,United Kingdom,https://www.archgroup.com/,S&P 500,,Europe,Mature,Unknown,"Arch Capital Group Ltd. (Arch Capital or ACGL) is a Bermuda-based public limited company which writes insurance, reinsurance and mortgage insurance on a worldwide basis, with a focus on specialty lines, the segment of the insurance industry where the more difficult and unusual risks are written. It has operations in Bermuda, the United States, Canada, Europe, Australia and, in the case of mortgage insurance, Hong Kong.",wikipedia,"https://Arch Capital Group Ltd. (Arch Capital or ACGL) is a Bermuda-based public limited company which writes insurance, reinsurance and mortgage insurance on a worldwide basis, with a focus on specialty lines, the segment of the insurance industry where the more difficult and unusual risks are written. It has operations in Bermuda, the United States, Canada, Europe, Australia[1] and, in the case of mortgage insurance, Hong Kong.",2024-06-04,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,Hamilton,Bermuda,https://parat.eto.tech/company/6938-arch-capital-group
Adept,6907,United States,https://adept.ai,GenAI Contenders,,North America,Unknown,Unknown,,,,,1,,50.0,0,14,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,San Francisco,California,https://parat.eto.tech/company/6907-adept
Vontier,3098,United States,https://www.vontier.com/,,,North America,Mature,Technology Equipment,Vontier is a global company focused on transportation and mobility.,crunchbase,https://www.crunchbase.com/organization/vontier,2024-05-16,0,,0,0,0,0,0,0,0,0,0,2,,12.5,1,16,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,30,Raleigh,North Carolina,https://parat.eto.tech/company/3098-vontier
Camden Property Trust,6946,United States,https://www.camdenliving.com/,S&P 500,,North America,Mature,Unknown,"Camden Property Trust is a publicly-traded real estate investment trust that invests in apartments in the United States. As of November 30, 2021, the company owned interests in 171 apartment communities containing 58,588 apartment homes in the United States.",wikipedia,https://en.wikipedia.org/wiki/Camden_Property_Trust,2024-06-04,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,Houston,Texas,https://parat.eto.tech/company/6946-camden-property-trust
Perplexity AI,6922,United States,https://www.perplexity.ai/,GenAI Contenders,,North America,Unknown,Unknown,"Perplexity AI is an AI-chatbot-powered research and conversational search engine that answers queries using natural language predictive text. Launched in 2022, Perplexity generates answers using the sources from the web and cites links within the text response. Perplexity works on a freemium model; the free product uses its Perplexity model based on OpenAI's GPT-3.5 model combined with the company's standalone large language model (LLM) that incorporates natural language processing (NLP) capabilities, while the paid version Perplexity Pro has access to GPT-4, Claude 3, Mistral Large, Llama 3 and an Experimental Perplexity Model. It has garnered about 10 million monthly users.",wikipedia,https://en.wikipedia.org/wiki/Perplexity.ai,2024-05-20,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,San Francisco,California,https://parat.eto.tech/company/6922-perplexity-ai
Vista Equity Partners,3159,United States,https://www.vistaequitypartners.com/,,,North America,Unknown,Banking & Investment Services,"Vista Equity Partners is one of the largest American private equity firms focused on financing software, data, and technology-enabled businesses. Vista has invested in hundreds of companies, including Citrix, Ping Identity, and Marketo.",wikipedia,https://en.wikipedia.org/wiki/Vista_Equity_Partners,2023-11-05,0,,0.0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,Austin,Texas,https://parat.eto.tech/company/3159-vista-equity-partners
Loews,2400,United States,https://loews.com/,S&P 500,,North America,Mature,Insurance,Loews Corporation is a diversified company.,crunchbase,https://www.crunchbase.com/organization/loews-corp,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,New York,New York,https://parat.eto.tech/company/2400-loews
Affectiva,8,United States,https://www.affectiva.com/,,,North America,Mature,Software & IT Services,Affectiva is a developer of an emotion-recognition software designed to analyze subtle facial and vocal expressions.,crunchbase,https://www.crunchbase.com/organization/affectiva,2024-05-16,19,-50.0,73.1,1,1116,17,0,0,2,0,26,8,-66.66666666666667,80.0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,12,27,Boston,Massachusetts,https://parat.eto.tech/company/8-affectiva
Deepglint,69,China,https://deepglint.com,,,Asia,Growth,Software & IT Services,Deep Glint is a computer vision startup providing 3D image analysis and pattern recognition technologies for mission-critical applications.,crunchbase,https://www.crunchbase.com/organization/deep-glint,2024-05-16,29,-36.666666666666664,61.7,8,1284,25,0,2,1,3,47,34,400.0,29.6,10,115,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,0,0,1,4,1,12,0,0,0,0,1,0,0,0,8,27,Beijing,Beijing ,https://parat.eto.tech/company/69-deepglint
Aleph Alpha,6909,Germany,https://aleph-alpha.com/,GenAI Contenders,,Europe,Unknown,Unknown,"Aleph Alpha is an independent German artificial intelligence (AI) startup company in Heidelberg, founded by professionals with experience as employees of Apple, SAP and Deloitte. Aleph Alpha attempts to provide a full-stack sovereign technology stack for generative AI, independent from US companies and comply with European data protection regulations and the AI Act. It built one of the most powerful AI clusters inside its own data centre and develops large language models (LLM), which try to provide transparency of its sources used for the results generated and are intended for enterprises and governmental agencies only. Training of its model has been done in five European languages.",company,https://en.wikipedia.org/wiki/Aleph_Alpha,2024-05-20,1,-100.0,20.0,1,99,1,1,0,0,1,5,1,,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,Heidelberg,Baden-Wurttemberg,https://parat.eto.tech/company/6909-aleph-alpha
Wynn Resorts,2546,United States,https://www.wynnresorts.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Wynn Resorts provides hotels, casinos, restaurants, and entertainment.",crunchbase,https://www.crunchbase.com/organization/wynn-resorts,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,Las Vegas,Nevada,https://parat.eto.tech/company/2546-wynn-resorts
Realty Income Corporation,2473,United States,https://www.realtyincome.com/,S&P 500,,North America,Mature,Real Estate,Realty Income is a company providing shareholders with monthly income.,crunchbase,https://www.crunchbase.com/organization/realty-income-corporation,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,San Diego,California,https://parat.eto.tech/company/2473-realty-income-corporation
Kimco Realty,2385,United States,https://www.kimcorealty.com/,S&P 500,,North America,Mature,Real Estate,"Kimco Realty Corporation is a Jericho, New York-based real estate investment trust that invests in shopping centers.",wikipedia,https://en.wikipedia.org/wiki/Kimco_Realty,2024-05-24,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,Jericho,New York,https://parat.eto.tech/company/2385-kimco-realty
Aibee,13,China,https://aibee.com/,,,Asia,Growth,Software & IT Services,"Aibee is an AI startup that develops speech recognition, big data analysis, and natural language processing technologies.",crunchbase,https://www.crunchbase.com/organization/alibee,2024-05-16,35,-10.634920634920634,62.5,17,3425,25,2,5,4,4,56,45,1900.0,21.4,29,210,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,1,0,9,0,0,0,0,3,0,0,0,7,24,Beijing,Beijing ,https://parat.eto.tech/company/13-aibee
Vornado Realty Trust,2531,United States,http://www.vno.com/,,,North America,Mature,Real Estate,"Vornado Realty L.P. engages in the ownership and operation of office, retail, and showroom properties in the United States.",crunchbase,https://www.crunchbase.com/organization/vornado-realty-trust,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,New York,New York,https://parat.eto.tech/company/2531-vornado-realty-trust
Midjourney,6906,United States,https://midjourney.com,GenAI Contenders,,North America,Unknown,Unknown,"Midjourney is an independent research lab exploring new mediums of thought and expanding the imaginative powers of the human species. We are a small self-funded team focused on design, human infrastructure, and AI. We have 11 full-time staff and an incredible set of advisors.",company,https://www.midjourney.com/home,2024-05-20,11,-100.0,64.7,0,258,0,5,0,3,3,17,3,-100.0,75.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,22,South San Francisco,California,https://parat.eto.tech/company/6906-midjourney
Ventas,2526,United States,https://www.ventasreit.com/,S&P 500,,North America,Mature,Real Estate,Ventas is a real estate investment trust company.,crunchbase,https://www.crunchbase.com/organization/ventas,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,Chicago,Illinois,https://parat.eto.tech/company/2526-ventas
SL Green Realty,2491,United States,http://slgreen.com/,,,North America,Mature,Real Estate,"SL Green Realty Corp., New York City's largest office landlord, is a fully integrated real estate investment trust",crunchbase,https://www.crunchbase.com/organization/sl-green-realty-corp,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,New York,New York,https://parat.eto.tech/company/2491-sl-green-realty
Capri Holdings,2243,United States,http://www.capriholdings.com/,,,North America,Mature,Retailers,Capri Holdings is a global lifestyle brand.,crunchbase,https://www.crunchbase.com/organization/michael-kors-holdings,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,New York,New York,https://parat.eto.tech/company/2243-capri-holdings
Aeye,7,United States,http://www.aeye.ai,,,North America,Mature,Unknown,"AEye develops adaptive, high performance lidar systems for automotive, trucking, smart infrastructure and logistics applications.",crunchbase,https://www.crunchbase.com/organization/aeye-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,Dublin,California,https://parat.eto.tech/company/7-aeye
Apartment Investment & Management,2219,United States,http://www.aimco.com/,,,North America,Mature,Real Estate,Aimco or Apartment Investment Management Company is one of the largest owners and operators of apartment communities in the United States.,crunchbase,https://www.crunchbase.com/organization/aimco,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,Denver,Colorado,https://parat.eto.tech/company/2219-apartment-investment-management
Boston Properties,2234,United States,https://www.bxp.com/,S&P 500,,North America,Mature,Real Estate,"Boston Properties, Inc. is an integrated, self-administered and self-managed real estate investment trust (REIT).",crunchbase,https://www.crunchbase.com/organization/boston-properties,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Boston,Massachusetts,https://parat.eto.tech/company/2234-boston-properties
Inflection AI,6904,United States,https://inflection.ai/,GenAI Contenders,,North America,Unknown,Unknown,"Inflection AI, Inc. is a technology company which has developed a machine learning and generative artificial intelligence hardware and apps, founded in 2022. The company is structured as a public benefit corporation and is headquartered in Palo Alto, California.",wikipedia,https://en.wikipedia.org/wiki/Inflection_AI,2024-05-20,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,Palo Alto,California,https://parat.eto.tech/company/6904-inflection-ai
Zymergen,290,United States,http://www.zymergen.com,,,North America,Mature,Pharmaceuticals & Medical Research,"Zymergen was an American biotechnology company based in Emeryville, California. The company applies genomics and machine learning to research and design chemical producing genetically modified organisms. It claimed that its manufacturing process was safer and cheaper than traditional manufacturing, but was unable to demonstrate this. Shortly after going public in 2021, it was reported that the company was facing difficulties in manufacturing and struggling to make revenue. In July 2022, Ginkgo Bioworks agreed to acquire Zymergen for $300 million.",wikipedia,https://en.wikipedia.org/wiki/Zymergen,2024-05-24,4,-50.0,10.0,0,53,1,0,3,0,0,40,4,-33.333333333333336,15.4,1,26,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,19,Emeryville,California,https://parat.eto.tech/company/290-zymergen
